Poisonous,Cap-shape,Cap-surface,Cap-color,Bruises,Odor,Gill-attachment,Gill-spacing,Gill-size,Gill-color,Stalk-shape,Stalk-root,Stalk-surface-above-ring,Stalk-surface-below-ring,Stalk-color-above-ring,Stalk-color-below-ring,Veil-type,Veil-color,Ring-number,Ring-type,Spore-print-color,Population,Habitat,epsilon
e,s,y,u,f,n,a,c,n,k,t,c,f,f,p,n,p,w,n,f,k,c,g,2.0
e,c,y,w,f,m,f,c,n,k,e,?,f,f,o,c,p,o,t,n,y,c,m,2.0
e,b,g,n,t,a,a,w,b,b,e,r,f,k,y,y,p,y,n,p,b,s,d,2.0
e,s,y,e,f,n,a,c,b,n,t,b,s,s,o,e,p,w,n,e,h,a,g,2.0
e,c,s,b,f,s,f,c,b,w,e,e,s,f,e,b,p,n,t,e,r,c,l,2.0
p,x,s,u,f,c,a,w,n,y,t,r,s,y,c,b,p,o,t,l,h,c,w,2.0
p,k,y,n,t,s,f,c,n,u,t,b,y,y,w,b,p,y,n,e,u,a,u,2.0
e,x,g,g,t,m,a,c,b,o,e,b,s,k,e,o,p,y,n,p,w,a,w,2.0
e,c,f,w,t,m,a,c,b,k,e,?,f,k,n,o,p,w,o,n,r,y,u,2.0
e,s,y,y,t,f,a,w,b,k,t,c,k,k,b,w,p,o,t,f,n,y,g,2.0
p,b,g,r,f,s,f,c,n,n,e,r,k,k,c,e,p,w,t,n,n,a,l,2.0
p,b,s,w,t,n,f,w,b,b,t,?,y,k,g,g,p,w,n,p,r,a,m,2.0
e,x,s,p,t,c,f,w,n,r,e,b,y,y,b,g,p,w,t,l,n,a,w,2.0
e,f,f,b,t,a,a,c,b,r,e,?,f,k,o,e,p,y,n,l,h,n,g,2.0
e,c,f,g,t,n,f,c,n,w,e,c,y,y,n,g,p,o,o,e,y,c,w,2.0
e,c,y,u,f,p,a,c,b,b,e,?,y,s,c,b,p,w,o,f,y,n,u,2.0
p,s,y,r,t,a,f,c,n,p,t,b,s,f,g,b,p,n,n,p,o,v,w,2.0
p,f,f,n,t,p,a,w,b,r,e,c,k,y,b,e,p,w,o,l,b,y,l,2.0
p,f,g,r,t,a,f,c,n,o,t,r,f,f,g,p,p,n,n,e,k,c,l,2.0
p,x,s,n,t,s,f,w,n,o,e,r,k,s,n,p,p,y,t,e,y,v,d,2.0
p,f,f,e,f,s,f,w,n,r,e,?,s,y,p,w,p,n,o,e,r,c,l,2.0
e,f,g,e,t,m,f,w,b,n,t,b,y,s,p,w,p,o,n,f,o,c,g,2.0
e,k,g,u,t,l,f,c,n,w,e,b,y,y,c,b,p,w,t,l,k,v,d,2.0
p,x,y,g,t,a,f,w,n,k,t,b,y,s,e,y,p,o,t,p,h,n,g,2.0
e,c,y,r,t,a,a,w,b,u,e,r,y,y,y,g,p,y,t,p,b,v,l,2.0
p,b,y,y,t,s,a,c,n,u,e,b,f,s,e,y,p,w,n,n,h,v,m,2.0
p,b,g,y,f,c,f,w,b,p,e,b,s,y,c,p,p,o,t,f,o,s,p,2.0
e,k,f,n,f,m,f,c,n,b,e,r,k,k,w,n,p,o,n,p,u,s,u,2.0
p,f,y,r,f,m,f,c,b,r,t,c,s,f,e,e,p,n,t,e,r,y,g,2.0
e,k,g,r,t,a,f,w,n,p,e,r,f,y,y,b,p,n,t,f,k,n,w,2.0
e,c,s,c,f,l,f,c,b,b,t,r,k,y,e,n,p,n,t,n,u,n,u,2.0
e,s,s,e,t,f,f,c,b,e,e,c,y,s,g,n,p,n,t,n,n,a,u,2.0
p,x,f,y,t,y,f,w,b,w,e,e,f,f,g,p,p,n,n,e,k,v,p,2.0
p,c,f,u,t,l,f,w,b,y,e,r,y,k,y,p,p,y,t,p,y,s,p,2.0
p,s,g,e,t,l,f,w,n,y,t,e,f,f,e,b,p,w,n,f,n,v,w,2.0
p,f,f,w,f,m,f,w,n,y,t,r,s,f,y,b,p,y,n,n,u,c,l,2.0
p,x,y,r,t,l,f,c,b,r,t,b,f,s,e,w,p,w,n,f,h,v,u,2.0
p,b,f,p,t,c,a,w,n,k,e,c,f,y,y,p,p,y,o,f,o,a,g,2.0
e,c,f,e,f,f,f,w,n,e,e,e,k,k,c,w,p,w,n,n,u,v,p,2.0
e,c,g,e,f,l,f,c,n,k,e,?,f,y,g,p,p,n,n,n,w,s,p,2.0
p,b,f,y,t,m,a,c,n,y,e,b,y,f,b,g,p,w,n,n,k,c,p,2.0
e,s,y,e,t,m,a,c,b,u,e,r,f,k,y,c,p,w,t,p,h,c,m,2.0
e,x,f,u,f,s,f,w,n,r,e,r,y,y,n,n,p,y,t,l,k,v,d,2.0
p,f,s,r,t,a,a,w,n,y,t,?,s,k,p,e,p,n,o,n,u,n,l,2.0
e,c,g,b,t,y,f,w,b,r,t,e,s,y,o,e,p,n,t,f,u,y,m,2.0
e,k,f,b,t,s,a,w,b,b,e,r,f,f,o,c,p,n,n,n,n,c,l,2.0
e,c,g,y,t,m,a,w,b,o,e,?,k,s,b,n,p,w,t,p,k,s,d,2.0
e,b,y,w,t,m,a,w,n,u,e,b,y,k,p,b,p,n,o,l,r,c,p,2.0
p,k,s,w,t,m,f,c,n,u,e,b,k,f,n,o,p,y,t,n,u,c,w,2.0
p,c,g,r,f,n,a,w,n,p,e,e,k,k,n,y,p,w,n,l,n,y,u,2.0
e,f,g,n,f,n,a,w,b,k,e,c,y,f,n,e,p,o,t,p,y,y,p,2.0
p,b,f,y,t,l,f,c,b,k,e,e,y,s,g,b,p,w,t,f,y,c,g,2.0
e,k,y,w,t,n,a,c,n,w,e,r,s,y,w,c,p,w,o,e,b,v,p,2.0
p,k,f,y,f,f,f,w,b,p,e,c,y,y,y,o,p,y,t,e,n,s,l,2.0
p,f,y,r,f,p,f,w,n,n,e,b,y,f,b,y,p,y,o,p,k,s,g,2.0
e,b,s,p,t,l,f,w,b,b,t,b,k,k,e,p,p,n,n,n,y,a,w,2.0
e,c,s,e,f,c,f,c,b,r,t,r,y,y,o,w,p,o,t,n,w,y,g,2.0
e,b,y,y,f,s,a,c,b,p,e,r,f,f,o,y,p,o,o,e,k,y,p,2.0
e,f,g,b,f,s,f,w,b,p,e,r,s,k,y,c,p,o,n,p,w,s,m,2.0
e,s,s,b,f,n,a,c,b,p,t,e,f,y,g,o,p,y,n,l,o,v,p,2.0
e,f,y,y,f,f,a,w,b,e,e,?,y,s,y,p,p,y,n,e,o,a,m,2.0
e,b,g,g,f,l,a,w,n,p,e,e,k,k,n,p,p,o,o,n,r,n,w,2.0
e,s,y,e,t,c,f,c,n,r,t,c,y,k,b,w,p,w,n,l,h,a,w,2.0
p,s,y,u,f,n,f,c,b,k,t,r,s,k,p,w,p,o,o,p,h,v,p,2.0
p,s,g,p,f,m,f,c,n,y,t,b,k,y,b,e,p,o,n,l,n,v,w,2.0
e,k,s,p,f,c,f,w,b,r,e,e,f,k,w,p,p,o,n,l,y,y,l,2.0
e,c,y,w,f,p,f,w,n,o,e,?,s,f,g,e,p,w,t,n,h,s,m,2.0
p,x,g,w,f,s,f,w,n,n,e,r,f,k,b,n,p,w,t,l,k,a,d,2.0
e,f,f,n,t,c,a,c,b,p,e,?,y,k,c,p,p,n,t,p,y,v,m,2.0
p,x,s,p,f,f,f,c,n,y,e,e,f,s,g,n,p,w,n,f,h,a,l,2.0
p,b,s,b,t,c,f,w,b,r,t,b,y,y,o,y,p,y,n,p,o,a,m,2.0
e,f,y,u,t,l,a,c,n,n,t,c,k,k,c,o,p,n,t,l,h,a,u,2.0
p,k,s,u,t,l,a,c,b,p,t,?,f,f,e,c,p,y,o,e,r,s,m,2.0
e,f,g,b,f,y,f,c,b,p,e,r,s,k,n,c,p,n,t,p,y,n,d,2.0
p,k,g,n,f,y,a,w,n,n,e,r,k,f,w,g,p,y,t,l,k,y,u,2.0
p,k,y,n,f,y,a,w,b,o,e,r,f,f,b,p,p,y,t,f,u,v,l,2.0
p,b,y,c,t,c,a,w,b,k,t,?,s,k,e,g,p,o,t,p,n,v,u,2.0
e,x,f,e,t,n,a,w,n,u,e,e,s,f,b,c,p,o,o,e,n,c,p,2.0
p,s,y,e,t,c,a,w,n,w,t,r,k,k,y,w,p,o,t,l,h,s,u,2.0
e,k,y,c,t,f,f,c,b,u,e,r,f,y,g,c,p,w,o,p,b,a,g,2.0
p,x,y,g,f,y,f,c,n,p,t,r,k,k,n,b,p,y,n,e,r,s,d,2.0
e,f,s,p,f,l,a,c,n,b,e,?,y,k,b,n,p,y,t,e,h,a,p,2.0
p,b,s,r,t,c,a,w,n,e,t,c,k,y,g,b,p,n,o,p,u,v,w,2.0
e,f,g,u,t,f,f,c,b,u,t,r,k,s,e,e,p,w,t,p,y,n,l,2.0
p,x,g,b,f,l,f,w,b,h,e,b,y,k,n,y,p,n,t,l,k,a,d,2.0
p,x,y,e,f,n,f,w,n,r,t,b,f,f,c,y,p,w,t,f,k,s,u,2.0
p,c,g,n,t,p,a,w,b,h,t,?,y,s,g,n,p,w,t,l,u,v,g,2.0
p,b,y,n,f,y,a,c,b,r,t,r,f,s,e,w,p,y,n,n,u,y,p,2.0
e,x,f,p,f,m,f,c,n,u,e,c,k,y,o,e,p,w,t,p,h,s,p,2.0
p,k,f,g,f,l,f,w,n,u,t,b,s,y,b,b,p,o,t,l,r,c,u,2.0
p,x,s,r,t,n,f,w,b,r,e,r,f,f,b,o,p,w,o,l,w,n,l,2.0
e,x,g,w,t,s,f,c,n,h,t,e,s,s,e,n,p,y,n,l,w,a,u,2.0
e,f,s,n,f,m,f,c,b,e,t,e,k,k,n,p,p,n,t,e,b,n,w,2.0
p,f,g,p,t,f,f,c,n,g,e,r,f,f,y,b,p,y,n,p,h,a,u,2.0
e,b,y,e,f,m,a,w,n,o,e,r,s,y,p,w,p,n,o,f,u,a,d,2.0
p,k,g,y,f,s,a,w,b,o,e,b,s,s,y,b,p,w,o,p,u,c,p,2.0
p,c,g,e,f,l,a,c,b,r,e,b,k,k,y,p,p,y,o,e,h,v,g,2.0
e,b,y,w,f,c,a,c,n,p,e,c,s,f,e,y,p,o,o,p,o,v,p,2.0
e,b,f,p,f,f,f,c,n,k,t,c,y,k,c,b,p,y,o,n,u,n,g,2.0
p,x,y,c,f,y,a,c,b,w,t,?,k,k,w,e,p,o,t,f,n,s,m,2.0
p,f,y,y,f,f,f,c,n,p,e,b,f,f,g,y,p,n,t,f,k,n,w,2.0
e,k,f,b,f,l,a,w,b,r,e,c,s,s,p,p,p,n,n,l,y,c,d,2.0
p,b,s,y,t,s,a,c,n,u,t,c,f,k,n,p,p,w,t,n,o,a,l,2.0
e,k,y,p,f,p,f,w,b,g,e,r,k,s,b,w,p,w,o,p,y,v,l,2.0
e,s,f,n,t,p,a,w,n,b,e,b,s,y,b,g,p,o,o,f,k,c,g,2.0
e,s,f,w,f,m,a,w,b,o,e,e,f,y,w,n,p,n,o,e,u,s,u,2.0
e,b,f,w,f,f,a,c,b,u,t,b,y,y,y,n,p,n,t,e,h,y,w,2.0
e,s,s,p,t,l,a,w,b,y,e,b,s,f,p,e,p,o,t,p,n,a,m,2.0
p,c,y,c,f,n,a,w,n,w,t,r,s,s,b,e,p,w,o,e,u,n,p,2.0
e,x,f,e,t,m,f,c,n,u,e,?,s,f,b,e,p,y,n,f,y,v,g,2.0
p,k,f,y,t,a,a,c,n,y,t,c,k,f,y,p,p,n,o,p,b,a,m,2.0
p,k,g,b,t,s,a,w,n,w,e,e,y,y,g,w,p,n,n,p,b,c,d,2.0
p,x,y,b,t,y,f,w,n,w,t,c,y,f,o,c,p,o,t,e,y,y,m,2.0
p,x,g,r,f,l,f,c,n,n,e,b,f,s,g,w,p,y,t,e,n,c,u,2.0
p,f,g,p,t,s,f,w,b,p,t,e,s,k,w,c,p,o,t,n,r,a,d,2.0
e,s,y,w,t,n,a,w,n,u,t,c,k,y,y,w,p,n,o,p,w,a,d,2.0
e,x,y,e,t,p,a,c,b,u,t,e,k,f,g,c,p,y,o,n,k,a,u,2.0
e,c,g,n,f,n,f,w,n,w,t,b,f,s,e,w,p,y,t,p,u,n,w,2.0
e,f,f,u,t,s,a,w,b,g,t,e,k,s,b,b,p,o,o,l,h,c,p,2.0
e,f,s,e,t,m,f,w,n,u,e,?,y,f,c,e,p,n,n,e,h,c,p,2.0
e,c,f,e,f,y,a,w,n,k,e,?,f,f,g,e,p,n,n,f,y,n,p,2.0
p,x,f,g,f,n,f,c,n,e,t,b,k,y,y,p,p,o,t,f,y,s,m,2.0
e,k,f,u,t,n,f,w,n,r,e,e,k,y,g,n,p,w,o,f,k,n,d,2.0
p,k,g,w,f,l,f,w,b,e,t,e,y,f,y,n,p,w,n,l,b,a,g,2.0
p,b,f,n,f,y,f,c,b,g,t,e,k,k,o,p,p,n,t,e,n,a,g,2.0
p,c,g,g,t,f,a,w,n,k,e,?,y,f,p,p,p,y,o,f,u,c,l,2.0
e,s,s,w,f,s,f,c,b,r,t,e,s,y,b,b,p,n,n,e,b,v,d,2.0
p,s,s,u,t,a,a,w,b,h,e,r,f,y,w,p,p,w,t,f,n,n,p,2.0
p,x,y,c,t,f,a,c,n,h,t,?,s,f,c,b,p,w,t,f,y,c,u,2.0
p,b,f,p,f,y,f,w,n,g,t,e,y,s,c,y,p,n,n,f,y,s,g,2.0
e,x,f,w,t,c,f,c,n,g,t,r,f,s,w,p,p,w,t,n,b,n,g,2.0
p,k,f,y,t,y,f,w,b,u,e,e,f,f,y,o,p,n,n,f,k,n,d,2.0
p,c,y,r,f,f,f,w,n,o,t,?,s,y,p,p,p,o,t,l,u,n,l,2.0
e,x,y,r,t,p,f,c,n,h,t,b,y,f,e,y,p,o,t,e,o,c,w,2.0
p,b,s,y,f,p,a,c,n,y,t,e,y,s,c,y,p,w,n,f,h,n,m,2.0
p,b,g,c,t,f,a,w,n,k,t,e,k,y,g,w,p,w,o,f,b,c,m,2.0
p,k,y,u,f,s,a,w,b,w,t,c,s,k,c,e,p,n,o,l,w,c,p,2.0
p,s,y,r,t,c,f,c,b,p,e,e,f,f,p,y,p,n,o,n,w,n,d,2.0
e,s,s,g,f,f,f,w,n,y,t,r,f,y,o,b,p,n,o,n,h,v,m,2.0
e,x,y,r,f,n,a,c,n,p,e,e,k,k,b,e,p,o,o,p,r,c,p,2.0
p,c,s,w,f,s,a,c,b,e,t,c,f,f,w,g,p,o,o,e,k,y,u,2.0
p,s,s,w,f,n,f,c,b,g,e,r,s,k,o,e,p,o,o,f,h,v,p,2.0
p,f,s,g,t,y,a,w,b,e,e,c,y,y,c,y,p,y,n,n,n,n,d,2.0
e,x,y,e,t,a,f,w,n,p,e,r,k,k,w,y,p,w,n,l,w,c,m,2.0
e,x,g,u,f,y,f,w,n,g,e,?,k,y,w,w,p,y,o,n,y,n,u,2.0
p,s,s,y,t,f,f,w,n,g,t,e,s,k,n,y,p,y,n,f,y,a,d,2.0
e,k,s,n,f,p,a,w,b,u,e,?,f,k,p,e,p,y,o,l,h,y,d,2.0
e,s,g,c,t,c,f,w,n,e,e,b,y,k,p,p,p,w,t,e,h,s,p,2.0
e,f,s,e,t,p,a,w,b,k,t,e,k,f,e,b,p,y,t,l,w,y,w,2.0
e,s,g,c,f,n,a,c,n,u,e,b,f,y,w,w,p,w,o,p,n,a,p,2.0
e,s,g,y,t,s,a,w,n,g,t,e,s,f,g,n,p,y,n,l,y,y,w,2.0
p,k,s,r,f,y,f,w,b,p,e,b,k,y,n,p,p,w,n,l,o,c,l,2.0
e,s,f,e,f,n,a,c,n,e,e,?,y,f,y,e,p,y,t,l,b,n,g,2.0
e,b,g,y,f,s,f,w,n,r,e,b,y,k,p,b,p,w,t,f,n,a,w,2.0
e,x,f,p,f,p,a,w,n,b,t,c,k,k,e,c,p,w,o,l,u,s,l,2.0
p,b,y,r,f,c,f,w,n,w,e,e,f,f,y,e,p,y,n,p,n,y,w,2.0
p,k,g,n,f,a,f,w,n,u,t,c,f,k,n,n,p,w,o,n,h,y,u,2.0
p,b,y,e,f,m,f,w,b,w,t,e,y,k,g,y,p,y,t,n,u,y,m,2.0
p,b,y,p,t,c,a,w,b,o,t,e,s,f,n,y,p,n,n,l,b,s,u,2.0
e,x,s,b,f,n,f,c,n,w,t,e,y,k,y,b,p,o,o,f,b,v,w,2.0
e,f,s,b,f,y,a,c,b,k,t,?,s,s,b,c,p,n,o,n,r,v,w,2.0
p,c,s,e,f,n,a,c,b,e,e,r,k,f,y,n,p,o,n,l,r,c,l,2.0
e,c,y,n,f,m,f,w,n,u,t,r,k,f,b,g,p,o,t,n,b,y,u,2.0
p,x,y,y,t,a,f,w,n,b,t,r,s,y,g,p,p,n,n,p,o,a,w,2.0
e,x,s,b,t,f,f,w,n,e,e,c,s,k,p,g,p,o,t,e,h,y,u,2.0
e,f,y,b,t,y,f,w,b,h,e,e,f,f,g,c,p,y,t,l,o,y,w,2.0
p,c,s,c,f,c,a,w,n,r,e,c,y,s,y,e,p,w,t,e,b,v,p,2.0
e,b,g,y,f,c,a,c,n,k,t,c,f,y,w,c,p,y,t,e,b,y,u,2.0
p,x,s,g,t,s,a,c,n,r,e,e,f,s,y,w,p,n,o,p,o,s,d,2.0
e,k,f,r,f,a,a,w,n,g,t,e,k,y,g,g,p,n,o,l,b,v,p,2.0
e,k,f,e,f,l,f,c,b,b,t,c,y,k,e,c,p,y,o,n,r,c,l,2.0
p,c,f,y,f,y,a,c,n,r,t,r,y,f,o,e,p,y,o,f,k,y,w,2.0
p,b,y,e,f,a,f,w,n,b,t,?,k,y,y,p,p,w,t,n,b,s,u,2.0
p,c,g,p,f,c,f,c,n,h,t,r,f,y,w,w,p,o,n,n,n,v,p,2.0
p,x,y,b,t,s,a,c,b,h,t,?,s,k,e,o,p,w,t,f,b,a,p,2.0
e,k,y,c,f,n,a,w,b,e,t,e,k,y,o,w,p,o,n,p,u,a,p,2.0
p,x,y,n,t,m,a,w,b,w,e,?,y,s,n,o,p,y,n,f,r,n,u,2.0
e,k,f,e,f,c,f,w,b,h,e,?,s,f,b,e,p,n,t,p,r,n,p,2.0
p,x,g,g,t,c,a,c,b,r,t,b,f,s,g,b,p,w,t,n,y,a,w,2.0
e,c,g,u,t,m,a,c,n,p,e,c,k,s,o,g,p,w,o,l,r,a,w,2.0
p,f,y,u,f,c,f,w,b,b,e,r,y,f,n,p,p,w,o,n,y,s,w,2.0
e,c,y,r,t,p,f,c,b,g,t,?,y,k,n,e,p,w,t,p,o,v,d,2.0
p,b,f,y,t,p,f,c,n,n,e,c,s,s,c,g,p,w,o,n,y,a,g,2.0
e,k,y,u,t,s,a,c,n,e,e,c,f,s,n,g,p,n,t,f,n,v,p,2.0
p,s,y,p,f,f,f,c,n,p,t,b,k,s,c,p,p,w,t,e,h,a,u,2.0
e,s,g,e,t,c,f,c,b,u,e,c,s,f,e,o,p,y,o,l,r,v,l,2.0
e,f,s,n,f,y,a,c,n,y,e,e,y,k,e,e,p,n,o,n,r,n,m,2.0
p,x,g,n,t,p,a,w,b,o,t,c,f,k,p,b,p,n,t,p,o,s,g,2.0
e,x,g,r,t,y,f,c,n,r,e,b,y,y,c,c,p,o,o,e,b,s,m,2.0
p,c,s,g,t,n,a,c,b,n,e,c,f,k,p,n,p,w,n,n,o,c,g,2.0
e,x,s,p,f,l,f,c,b,y,t,r,y,y,w,p,p,n,n,n,h,v,w,2.0
p,c,y,p,t,y,f,c,b,w,t,e,f,y,y,e,p,n,n,l,b,v,l,2.0
e,f,g,r,t,m,f,w,n,e,t,r,f,k,g,g,p,y,o,n,h,n,p,2.0
p,s,g,n,t,a,a,c,b,g,e,b,s,y,e,n,p,o,t,p,h,c,g,2.0
p,c,g,n,t,p,a,c,b,e,e,?,f,k,g,n,p,y,t,e,n,n,u,2.0
p,c,f,w,f,l,a,w,b,o,e,?,f,s,e,y,p,n,o,e,y,c,l,2.0
p,k,f,e,f,c,a,w,b,n,t,r,f,s,w,y,p,w,o,n,r,y,p,2.0
e,x,g,g,t,y,a,c,n,r,t,r,s,f,b,e,p,y,t,l,h,n,p,2.0
p,s,f,g,t,p,a,w,b,k,t,r,k,k,b,b,p,y,n,n,n,v,p,2.0
e,c,y,p,f,a,a,w,n,r,e,?,f,y,o,p,p,y,t,f,r,c,m,2.0
p,c,s,p,t,s,a,w,b,u,t,b,f,f,y,n,p,o,t,e,u,a,l,2.0
e,x,f,n,f,n,a,c,b,r,e,b,y,s,p,n,p,n,n,p,o,n,l,2.0
e,x,y,g,t,l,f,c,b,g,t,e,k,k,w,o,p,n,n,e,u,v,m,2.0
e,b,y,u,t,y,a,w,b,n,t,r,f,s,w,n,p,o,o,n,r,s,d,2.0
p,c,f,u,f,f,f,c,n,w,t,c,k,s,y,o,p,y,o,l,u,y,w,2.0
e,c,f,y,t,n,a,c,b,n,t,c,f,s,y,p,p,n,o,l,o,y,m,2.0
e,k,y,y,f,c,a,w,b,e,e,e,k,s,p,o,p,y,n,f,h,a,u,2.0
p,f,s,w,t,c,f,c,n,r,e,b,y,f,w,p,p,y,t,p,w,s,p,2.0
e,x,f,u,t,f,f,w,n,p,t,c,y,s,c,b,p,y,n,p,k,n,w,2.0
e,x,g,b,f,p,f,w,n,w,e,r,f,f,w,n,p,w,t,l,r,a,d,2.0
p,f,y,w,t,y,a,c,n,p,t,b,y,s,y,c,p,o,t,p,k,y,u,2.0
p,s,y,p,t,m,a,w,b,w,t,e,s,y,y,g,p,y,t,f,b,n,w,2.0
e,f,f,b,f,y,a,c,b,y,t,c,y,y,w,e,p,w,o,f,o,n,p,2.0
e,k,s,r,f,s,a,c,b,u,t,r,s,f,c,y,p,n,o,f,r,y,w,2.0
e,c,y,y,f,p,f,c,n,k,t,r,s,s,p,e,p,y,o,p,o,a,w,2.0
p,b,y,y,t,c,a,c,b,h,e,c,k,s,e,y,p,w,t,p,r,a,d,2.0
e,x,f,g,t,f,f,w,b,r,e,e,k,k,p,g,p,n,o,n,r,y,g,2.0
e,f,s,u,t,a,a,w,b,o,e,c,y,y,c,g,p,w,t,p,o,y,u,2.0
e,s,f,c,t,y,f,c,b,u,e,b,f,s,n,e,p,y,t,e,y,s,l,2.0
e,x,s,p,t,p,f,w,n,k,e,c,k,s,p,p,p,n,t,n,r,y,u,2.0
p,c,s,n,t,n,f,c,n,g,t,e,s,s,o,w,p,n,n,e,k,v,g,2.0
p,s,s,w,f,l,f,c,n,o,t,e,f,f,e,o,p,o,n,p,b,n,p,2.0
e,x,f,e,t,s,a,w,n,w,e,e,k,k,e,b,p,n,n,l,y,v,m,2.0
e,s,g,n,f,m,f,w,b,p,t,e,k,s,w,p,p,n,t,l,w,n,p,2.0
e,b,g,u,f,a,a,c,b,b,t,r,s,k,p,e,p,o,o,n,y,s,p,2.0
e,s,y,b,f,m,a,w,b,e,t,b,y,y,e,e,p,n,t,p,k,v,w,2.0
e,c,g,b,f,f,f,c,n,e,e,b,f,k,n,n,p,y,n,p,o,c,g,2.0
e,b,f,c,t,y,a,w,n,p,e,?,s,y,b,b,p,n,n,l,h,n,g,2.0
p,s,s,y,f,n,a,w,n,b,t,?,s,k,y,g,p,n,o,l,n,s,u,2.0
e,x,y,p,f,m,f,c,b,u,t,r,y,s,b,e,p,o,t,e,u,c,p,2.0
p,b,f,g,f,a,f,c,n,k,t,b,s,f,y,b,p,w,o,e,o,c,m,2.0
p,f,f,b,t,a,a,w,n,e,t,r,s,k,g,g,p,w,n,p,n,a,m,2.0
e,f,s,g,t,s,f,c,b,y,e,?,k,f,y,o,p,w,n,n,o,c,w,2.0
p,c,f,y,t,f,a,c,n,k,t,b,s,y,y,e,p,n,t,e,u,a,d,2.0
e,b,s,u,t,c,a,w,n,g,e,?,s,f,b,w,p,w,o,n,h,n,w,2.0
e,x,g,y,t,c,a,w,b,n,t,e,k,f,n,n,p,n,t,p,u,c,w,2.0
e,b,f,c,f,f,f,w,b,r,e,r,f,y,n,o,p,o,o,l,k,s,l,2.0
e,k,f,b,t,p,a,c,n,h,t,r,f,k,p,y,p,n,o,e,b,v,d,2.0
p,s,y,w,f,s,f,w,b,b,t,e,s,y,w,y,p,w,t,n,k,v,p,2.0
e,s,y,c,t,s,a,w,n,k,e,c,s,k,b,w,p,y,o,f,o,n,m,2.0
p,x,g,u,f,p,f,c,b,b,t,e,y,k,p,n,p,y,n,e,k,s,l,2.0
p,x,s,r,t,a,f,c,n,o,t,b,k,y,w,o,p,o,n,p,k,y,u,2.0
p,x,f,n,t,y,f,w,n,b,t,c,f,s,p,w,p,n,o,e,w,v,p,2.0
p,c,y,n,t,n,a,w,n,u,e,?,y,k,c,o,p,w,n,p,w,s,m,2.0
p,b,g,e,t,c,a,c,b,h,t,r,f,f,p,y,p,o,t,n,r,s,g,2.0
e,s,y,w,f,c,a,w,n,k,e,?,s,s,o,n,p,w,t,n,r,n,g,2.0
e,c,f,u,t,a,a,w,b,n,t,r,s,f,c,o,p,n,n,l,y,c,l,2.0
e,x,g,y,f,s,a,c,n,p,e,b,s,y,o,p,p,o,n,l,n,s,g,2.0
p,b,g,c,t,s,a,w,n,p,t,r,f,s,e,p,p,n,n,l,y,v,g,2.0
p,k,g,e,t,p,f,w,n,u,e,?,s,k,n,g,p,y,o,l,n,y,u,2.0
p,x,g,n,f,l,a,c,n,o,e,?,y,y,p,b,p,o,t,p,u,c,d,2.0
e,k,s,g,f,a,f,w,b,r,e,?,f,k,g,o,p,w,t,e,h,y,g,2.0
e,f,y,g,t,p,f,w,b,e,t,c,s,f,w,p,p,n,o,n,b,n,m,2.0
p,b,g,g,t,c,a,c,n,n,t,e,s,k,e,e,p,y,o,l,n,a,l,2.0
e,k,y,n,f,c,f,w,b,n,t,b,s,y,y,n,p,w,t,n,b,a,d,2.0
e,s,g,g,f,m,f,c,n,o,e,b,k,k,g,e,p,y,o,f,b,v,m,2.0
p,f,f,y,f,a,a,c,n,u,t,r,s,s,n,g,p,y,n,n,u,v,g,2.0
p,b,y,p,f,n,f,w,n,n,e,c,s,s,n,e,p,n,n,n,y,c,l,2.0
e,k,s,c,f,y,f,c,n,h,t,b,k,k,b,n,p,w,t,l,b,v,m,2.0
p,s,f,c,f,y,f,c,n,p,t,c,y,s,o,w,p,n,n,l,k,n,w,2.0
e,f,y,g,t,m,a,c,n,g,t,e,s,f,y,y,p,y,o,n,h,y,u,2.0
p,c,y,r,t,f,f,c,n,p,e,?,k,k,p,w,p,y,t,e,r,s,w,2.0
p,x,s,g,f,a,a,c,n,g,e,?,s,f,y,n,p,n,o,l,o,c,w,2.0
e,b,y,w,t,l,f,c,n,y,e,r,k,k,g,e,p,o,o,e,n,c,p,2.0
p,b,f,y,t,p,f,w,n,y,t,b,s,f,e,n,p,y,n,l,y,s,p,2.0
e,c,f,g,f,s,f,c,n,r,e,e,y,y,o,b,p,y,o,e,h,s,l,2.0
p,s,y,p,f,c,a,w,b,u,t,b,k,s,e,p,p,o,n,n,b,a,m,2.0
p,b,g,c,f,y,f,c,b,o,t,e,k,f,b,y,p,y,n,p,h,c,p,2.0
e,c,f,c,f,a,a,c,b,r,e,b,f,f,w,e,p,o,t,f,n,n,w,2.0
e,s,g,c,f,m,f,w,b,p,t,?,k,f,b,y,p,n,n,e,r,y,d,2.0
p,f,f,e,t,l,a,c,n,o,e,r,s,f,y,b,p,o,n,e,w,a,l,2.0
e,b,s,e,f,a,a,w,n,k,e,e,y,y,b,b,p,o,t,p,k,s,g,2.0
p,s,y,r,t,n,a,c,b,k,t,b,y,s,e,y,p,o,n,n,r,y,w,2.0
p,x,y,n,t,a,a,c,b,o,t,r,s,f,w,w,p,n,o,n,w,a,w,2.0
p,c,y,y,f,p,a,c,b,o,t,e,f,y,n,c,p,o,n,e,h,c,m,2.0
e,b,s,r,t,l,f,c,b,h,e,e,k,k,y,g,p,y,n,f,h,v,w,2.0
